Title,JQI,ai_exposure,wage_median,age_ratio,physical_sustainability,autonomy,employment
Self-Enrichment Teachers,0.4690018114102076,0.0662,20.95,,0.6403046803219088,0.751353650508373,216910.0
Legislators,0.4681075972945169,0.0,,6.0,0.5,0.5,44590.0
Recreation Workers,0.4671021966370108,0.0,14.27,1.75,0.4949960340056184,0.6892184676874569,264020.0
Detectives and Criminal Investigators,0.4664779091344636,0.0374,40.21,0.5813953488372093,0.5378540581326551,0.7026404385868552,107890.0
Camera and Photographic Equipment Repairers,0.4650433684403269,0.0412,18.36,,0.702334553557445,0.7277375158544467,2340.0
Surveyors,0.4638234803194683,0.0022,29.62,,0.4546124591466731,0.6066383097444216,46390.0
Watch and Clock Repairers,0.4634644474533142,0.0,21.27,,0.6640364623684669,0.7932583891908226,1970.0
"Geological Technicians, Except Hydrologic Technicians",0.4588768433261964,0.229,23.23,,0.5100389029203527,0.5964537934691029,9210.0
Civil Engineering Technologists and Technicians,0.4587233168425869,0.0776,28.04,,0.6711003629191201,0.6513769153515401,64170.0
Architectural and Civil Drafters,0.4579380397973628,0.0,29.01,0.9,0.7535449012971419,0.5629849623785492,101310.0
Sound Engineering Technicians,0.4578258802961392,0.0,29.09,,0.6568049554143212,0.6225951009792249,10800.0
Musicians and Singers,0.4577402023038413,0.0,30.49,1.3658536585365857,0.5985703927584063,0.406433818366553,24080.0
Electrical and Electronics Drafters,0.4573166179150278,0.0889,29.57,,0.7272428585941817,0.5738178924525136,20830.0
Environmental Engineering Technologists and Technicians,0.4534904925411892,0.1029,23.27,,0.4938618066257788,0.5760493440218593,14910.0
Billing and Posting Clerks,0.4495243938269985,0.1924,18.43,1.605263157894737,0.7745641369356664,0.5930183111847265,429080.0
"Environmental Science and Protection Technicians, Including Health",0.4468163218933252,0.1444,22.78,,0.4585057510253463,0.584206628221998,34110.0
Funeral Home Managers,0.4461594132172681,0.0108,35.58,5.0,0.4082657723266339,0.7266022020492516,12710.0
Payroll and Timekeeping Clerks,0.4433131161231301,0.0487,22.89,2.2916666666666665,0.7909912038921567,0.5275669774542657,149290.0
Fashion Designers,0.4415074103684715,0.0568,37.24,0.5,0.6820287994153839,0.4924197613007209,19310.0
Nuclear Power Reactor Operators,0.4390634982983558,0.0,50.13,,0.6375382710192463,0.4570500751333129,4820.0
Fabric and Apparel Patternmakers,0.43679331281874,0.0,28.2,,0.5508165354661745,0.703983949729173,3220.0
Fire Inspectors and Investigators,0.4304992936132197,0.0,31.06,,0.3596922912856731,0.8072422872568735,14600.0
Aerospace Engineering and Operations Technologists and Technicians,0.4298269309808671,0.0,35.37,,0.472098612054204,0.6503120097711141,10900.0
Electrical and Electronic Engineering Technologists and Technicians,0.4297421725919139,0.0202,30.6,1.0526315789473684,0.4976178130499095,0.6836524206912367,101450.0
First-Line Supervisors of Personal Service Workers,0.4293084544328538,0.0407,19.42,,0.5005666220609793,0.7913005006365262,101030.0
Construction and Building Inspectors,0.4291041942465687,0.0481,29.63,1.92,0.452949217314224,0.7302908682039837,117830.0
First-Line Supervisors of Firefighting and Prevention Workers,0.4288416368187351,0.0,37.61,13.0,0.1677111753574645,0.7457151436352207,80890.0
"Career/Technical Education Teachers, Postsecondary",0.4282014705516599,0.1563,28.77,,0.4745760034282245,0.7157235360223726,105440.0
Gambling Managers,0.4268731415530029,0.0,36.98,,0.6294736524528444,0.7111283395446495,3660.0
Industrial Engineering Technologists and Technicians,0.4266883308095771,0.0,28.95,,0.5454970964474821,0.6351248010121797,62030.0
Commercial Pilots,0.4258592647419675,0.0,,,0.4123853424855307,0.7550749206592735,42770.0
Biological Technicians,0.4252989879101864,0.0599,23.15,0.1818181818181818,0.4434804117953528,0.5294826264487527,76150.0
Legal Secretaries and Administrative Assistants,0.4252736409112098,0.0,22.94,2.375,0.7269805427964675,0.5328636349285496,155250.0
Bailiffs,0.4248021881539497,0.0,23.23,9.0,0.4893795668375619,0.6236530787437303,16420.0
Physical Therapist Assistants,0.4247141452274555,0.0,29.42,,0.339395360060632,0.7705518331145479,93660.0
Dental Hygienists,0.4227655527238843,0.0,37.41,1.065217391304348,0.4330927868406903,0.6359487094786955,207190.0
"Title Examiners, Abstractors, and Searchers",0.4213171020659052,0.0216,22.74,1.8823529411764703,0.7362850566663504,0.7412909862724824,51040.0
Occupational Therapy Assistants,0.4206549236248229,0.0,29.68,,0.34830911964481,0.7415629738232353,41980.0
"Credit Authorizers, Checkers, and Clerks",0.4202234702723634,0.1296,21.49,0.7777777777777778,0.8059623152815404,0.7085722147380276,16820.0
Ophthalmic Medical Technicians,0.4202124969477114,0.0,17.87,,0.5953592836105938,0.6483144410689465,65700.0
"First-Line Supervisors of Mechanics, Installers, and Repairers",0.4187573503543709,0.1015,34.26,2.0444444444444443,0.3862427313681806,0.6909145246692712,526240.0
Forensic Science Technicians,0.4179530642162508,0.0,29.78,,0.4021599896121172,0.7144316806091865,17020.0
Nuclear Medicine Technologists,0.4171748124595262,0.0513,37.86,,0.4070110009487827,0.6426879834448396,17140.0
"Opticians, Dispensing",0.4156463085274477,0.0,18.06,0.8125,0.581540252515687,0.6601203889032832,73270.0
Jewelers and Precious Stone and Metal Workers,0.4145812375563126,0.0,22.42,2.857142857142857,0.5807688112458234,0.5960012169535405,24350.0
"Computer, Automated Teller, and Office Machine Repairers",0.411971934975226,0.1067,19.7,1.0,0.5297212454758231,0.6942134678453165,86420.0
"Health Technologists and Technicians, All Other",0.4118182181691455,0.0445,21.98,,0.5733278552775528,0.6062651958506337,140770.0
First-Line Supervisors of Construction Trades and Extraction Workers,0.4117130311481577,0.0296,34.62,1.7661290322580645,0.2959828932892908,0.7545357377037203,665870.0
New Accounts Clerks,0.4113762936452654,0.0,18.19,1.0,0.7362399349307964,0.5271988967575129,40500.0
Photographers,0.4109605307678531,0.195,18.73,0.9761904761904762,0.5249285483771983,0.6684979075130965,38420.0
Diagnostic Medical Sonographers,0.4107509206591201,0.0,37.38,0.3809523809523809,0.4302866844393433,0.586866741760841,78640.0
Residential Advisors,0.410573044499869,0.067,15.01,1.0,0.575067973069882,0.6613762693015902,92500.0
Skincare Specialists,0.4096932048720022,0.0,17.93,0.5806451612903226,0.4822748656192014,0.6979608737956033,50580.0
Broadcast Technicians,0.4085131435552762,0.0197,21.51,,0.5566784277427486,0.6106882493272704,25270.0
"Preschool Teachers, Except Special Education",0.4083952218299734,0.0,14.52,,0.5467895048023849,0.6744319684093055,391670.0
Airfield Operations Specialists,0.4078022808908833,0.0476,23.02,,0.4559599111950934,0.6907141902157875,12610.0
First-Line Supervisors of Correctional Officers,0.4077062251398772,0.0315,29.91,0.5,0.4099078203476295,0.7066809622178195,54470.0
"Morticians, Undertakers, and Funeral Arrangers",0.4071729106552273,0.0,23.53,2.1666666666666665,0.3987517374684285,0.7390317318548287,24700.0
Prepress Technicians and Workers,0.4058172659034986,0.1018,20.49,1.0,0.7015578042122893,0.5180714117417751,25840.0
Massage Therapists,0.4052972291865651,0.0,22.55,1.1219512195121952,0.31344059193802,0.7896549981069902,81030.0
Postmasters and Mail Superintendents,0.4047335814015119,0.0,38.58,3.3333333333333335,0.6543274887350945,0.5984951884151449,12750.0
Concierges,0.4039548731226869,0.1875,16.93,,0.6873543024390041,0.7563753672843541,33560.0
"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",0.4038256071933303,0.1758,14.13,1.431818181818182,0.7350192247709264,0.8115447954492618,7860.0
"Dispatchers, Except Police, Fire, and Ambulance",0.4029104740117073,0.2258,21.18,0.5454545454545454,0.7595878101288325,0.6751887149476806,194330.0
Craft Artists,0.4021563825706972,0.0539,17.27,,0.5086813836750252,0.6706574403636667,3740.0
Audio and Video Technicians,0.4021479090954286,0.0173,23.47,,0.5205506544685122,0.5741615620631956,50590.0
Elevator and Escalator Installers and Repairers,0.4017888760347973,0.0,47.05,0.7272727272727273,0.2454716429145447,0.6608702381539462,22510.0
Psychiatric Technicians,0.4016425060524129,0.0,17.58,0.3617021276595745,0.5458278668053709,0.6390176137325796,93410.0
Signal and Track Switch Repairers,0.401225466635644,0.0,38.73,,0.2743837308968436,0.7072047733071782,8090.0
"Captains, Mates, and Pilots of Water Vessels",0.4008027251716571,0.0,39.25,,0.2812061358476569,0.6788084031372561,33490.0
Surveying and Mapping Technicians,0.400590500884475,0.0,22.55,0.7692307692307693,0.525837695924816,0.6173785761382651,56070.0
Avionics Technicians,0.3991202959778491,0.0,33.31,0.6666666666666666,0.3802883826798722,0.6429167036527653,18910.0
First-Line Supervisors of Police and Detectives,0.3990278512351696,0.0,47.76,3.125,0.3820876999911314,0.7347825514850408,128230.0
Occupational Health and Safety Technicians,0.3983616481940329,0.0,24.58,,0.4452239099857238,0.6558696484637657,21750.0
Security and Fire Alarm Systems Installers,0.3977693189435008,0.0303,23.23,0.75,0.2980247754017764,0.8037525219039896,77420.0
Public Safety Telecommunicators,0.3977684290152442,0.0465,22.44,0.5333333333333333,0.7822271390943506,0.612613701268695,97050.0
"Life, Physical, and Social Science Technicians, All Other",0.3968000769871987,0.0955,23.57,,0.559142125899188,0.5468231474791659,62230.0
Library Technicians,0.3955812493139691,0.054,17.78,0.7,0.5372990522630755,0.6398175141114686,73000.0
Tool and Die Makers,0.3952351508312479,0.0,27.41,3.25,0.3592801817130854,0.6813074488045857,63630.0
Magnetic Resonance Imaging Technologists,0.394992617083877,0.039,37.19,0.8,0.4622693459401163,0.5077176756500485,38070.0
